Title,Author,Score,Ratings,Shelvings,Published
The Dark Domain,Stefan Grabiński,4.01,826,4272,1918
The Fatal Eggs,Mikhail Bulgakov,3.75,10634,11006,1923
The Prince of Tides,Pat Conroy,4.25,209321,278696,1986
"Mother West Wind ""When"" Stories (Old Mother West Wind, #7)",Thornton W. Burgess,4.15,84,155,1917
In a People House,Theo LeSieg,4.19,16673,23655,1972
The Drowned World,J.G. Ballard,3.48,18519,38527,1962
"Egoists, a Book of Supermen: Stendhal, Baudelaire, Flaubert, Anatole France, Huysmans, Barres, Nietzsche, Blake, Ibsen, Stirner, and Ernest Hello",James Huneker,4.2,25,137,1909
Lieutenant Gustl (Sun & Moon Classics),Arthur Schnitzler,3.52,3188,3180,1900
"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,3.8,889954,1401064,2003
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality (Paperback),Donald Miller,3.91,115159,181060,2003
"Double Love (Sweet Valley High, #1)",Francine Pascal (Creator),3.55,9403,17413,1983
The Charwoman's Shadow,Lord Dunsany,4.0,803,2213,1926
A New Name,Grace Livingston Hill,4.07,346,443,1926
"Tempted by Deception (Deception Trilogy, #2)",Rina Kent,4.03,35945,17435,2023
Daddy Was a Number Runner,Louise Meriwether,4.2,1143,3695,1970
Europe and the Faith,Hilaire Belloc,4.13,237,746,1920
The Birth House,Ami McKay,4.03,44040,61265,2006
Salt: A World History,Mark Kurlansky,3.75,71581,288149,2002
Voices from Chernobyl: The Oral History of a Nuclear Disaster,Svetlana Alexievich,4.41,57609,78791,1997
The Diary of a Young Girl,Anne Frank,4.19,4176413,6027295,1947
Strata,Terry Pratchett,3.52,11060,17731,1981
"Beautiful Player (Beautiful Bastard, #3)",Christina Lauren,4.25,74554,141865,2013
Letters to Isabella Stewart Gardner (Pushkin Collection),Henry James,3.74,23,135,1914
"The Last Full Measure (The Civil War Trilogy, #3)",Jeff Shaara,4.24,17240,25593,1998
Child of Storm (Allan Quatermain #6),H. Rider Haggard,3.87,495,908,1913
Fire in the Lake: The Vietnamese and the Americans in Vietnam,Frances FitzGerald,4.08,2293,6225,1972
The Ambassadors,Henry James,3.64,12501,30243,1903
"Echo Burning (Jack Reacher, #5)",Lee Child,4.04,94425,107442,2001
Great Source Writer's Express: Student Edition Handbook Grades 4 - 5 (Write Source 2000 Revision),Patrick Sebranek,3.92,66,187,1900
"Camber the Heretic (The Legends of Camber of Culdi, #3)",Katherine Kurtz,4.03,5755,7074,1981
Ice,Anna Kavan,3.67,8875,26602,1967
Poker!,Zora Neale Hurston,3.64,116,433,1931
The Little Locksmith,Katharine Butler Hathaway,3.66,1156,9371,1943
"Foxglove (Belladonna, #2)",Adalyn  Grace,4.18,27374,111079,2023
The Necronomicon,Simon,3.19,3005,7025,1977
Not Under the Law,Grace Livingston Hill,4.4,372,339,1925
Dusklands,J.M. Coetzee,3.47,1876,3490,1974
The Deluge,Stephen Markley,4.22,3485,46569,2023
"The Legacy of Heorot (Heorot, #1)",Larry Niven,3.94,7464,9985,1987
Maybelle the Cable Car,Virginia Lee Burton,3.9,673,1194,1952
"The History of Sexuality, Volume 2: The Use of Pleasure",Michel Foucault,4.07,4161,16100,1984
"The Darkangel (Darkangel Trilogy, #1)",Meredith Ann Pierce,3.91,9421,18138,1982
Sink the Bismarck!,C.S. Forester,4.1,2220,1920,1959
Quartet,Jean Rhys,3.69,2408,6189,1928
Introduction to the Reading of Hegel: Lectures on the Phenomenology of Spirit,Alexandre Kojève,4.09,1580,5468,1947
Nine Parts of Desire: The Hidden World of Islamic Women,Geraldine Brooks,4.05,14421,32096,1994
"Oh, Whistle, and I'll Come to You, My Lad",M.R. James,3.68,1805,3239,1904
Anne of the Island / Anne of Windy Willows,L.M. Montgomery,4.2,249,390,1915
The Illustrated A Brief History of Time/The Universe in a Nutshell,Stephen Hawking,4.31,9887,21899,1988
Millay,Edna St. Vincent Millay,4.35,786,2236,1923
"Keeping 13 (Boys of Tommen, #2)",Chloe Walsh,4.53,84413,107042,2018
Anthills of the Savannah,Chinua Achebe,3.85,4225,12643,1987
My India,Jim Corbett,4.35,1082,1769,1952
Time and Again,Clifford D. Simak,3.89,3498,4796,1950
Bad Behavior,Mary Gaitskill,3.88,11723,36371,1988
Joseph and His Brothers,Thomas Mann,4.43,2005,10402,1943
O Quinze,Rachel de Queiroz,4.03,2259,3506,1930
The House Opposite,Barbara Noble,4.26,133,616,1943
Into the Darkest Corner,Elizabeth Haynes,4.07,69397,117428,2007
"Prodigal Son (Dean Koontz's Frankenstein, #1)",Dean Koontz,4.03,36336,48972,2005
The Life Brief: A Playbook for No-Regrets Living,Bonnie Wan,4.02,147,13021,2024
The Third Man & The Fallen Idol,Graham Greene,3.73,3116,3532,1949
Why We Broke Up,Daniel Handler,3.47,58206,133337,2011
Reef Road,Deborah Goodrich Royce,3.56,1832,22525,2023
The Lives of a Cell: Notes of a Biology Watcher,Lewis Thomas,4.14,10207,24964,1974
Earthlings,Sayaka Murata,3.6,64599,175108,2018
The Writing Retreat,Julia Bartz,3.43,59024,148867,2023
Agnes of God,John Pielmeier,3.96,6925,8521,1982
No Comebacks,Frederick Forsyth,3.95,4494,5427,1972
Asterix and Caesar's Gift (Astérix #21),René Goscinny,4.13,7376,8744,1974
Re-Creations,Grace Livingston Hill,4.37,485,638,1924
The Forty Rules of Love,Elif Shafak,4.13,177585,218089,2009
"Always and Forever, Lara Jean (To All the Boys I've Loved Before, #3)",Jenny Han,4.01,253862,420626,2017
Live Albom: The Best of Detroit Free Press Sports Columnist Mitch Albom,Mitch Albom,4.09,86,578,1931
The Last Seven Months of Anne Frank,Willy Lindwer,4.34,17202,27001,1988
Lord Jim / The Nigger of the 'Narcissus' / Typhoon / Nostromo / The Secret Agent,Joseph Conrad,4.17,36,97,1907
The Eyes,Edith Wharton,3.21,342,434,1910
The Good Terrorist,Doris Lessing,3.68,4158,8375,1985
Sleeping Beauties,Stephen King,3.73,84647,211444,2017
Good Grief,Lolly Winston,3.73,28217,42006,2004
Eleven Minutes,Paulo Coelho,3.71,176686,243725,2003
"The Thousand-Headed Man (Doc Savage, #2)",Kenneth Robeson (House Name),3.82,412,581,1934
The Warriors: Reflections on Men in Battle,J. Glenn Gray,4.06,320,1724,1959
Onion John,Joseph Krumgold,3.45,3905,8487,1959
"Shelters, Shacks, and Shanties",Daniel Carter Beard,4.08,351,583,1914
The Lowland,Jhumpa Lahiri,3.87,93403,176284,2013
"The Automobile Girls at Newport; or, Watching the Summer Parade",Laura Dent Crane,3.59,27,261,1910
Let Us Believe in the Beginning of the Cold Season,Forugh Farrokhzad,4.16,5211,6137,1963
’Salem’s Lot,Stephen King,4.06,456543,686811,1975
The Very Lonely Firefly (Penguin Young Readers Level 2),Eric Carle,4.17,10335,16632,1995
Mother Carey's Chickens,Kate Douglas Wiggin,4.21,570,1063,1911
The Storyteller,Jodi Picoult,4.3,228071,387101,2013
Queen Victoria,E. Gordon Browne,2.99,77,101,1915
Jean de Florette & Manon of the Springs,Marcel Pagnol,4.34,1335,2444,1963
Deacon King Kong,James   McBride,4.17,68539,145667,2020
How We Decide,Jonah Lehrer,3.84,40671,144290,2009
"Behemoth: The Structure and Practice of National Socialism, 1933-1944",Franz Leopold Neumann,4.3,106,1031,1942
Harriet the Spy,Louise Fitzhugh,3.95,99451,142185,1964
"Capitalism, Socialism and Democracy",Joseph A. Schumpeter,4.0,2738,16500,1942
Public Relations,Edward L. Bernays,3.97,160,1996,1952
Meet Me at the Lake,Carley Fortune,3.71,204188,432468,2023
Studies in Logical Theory,John Dewey,3.2,15,149,1903
VenCo,Cherie Dimaline,3.79,8332,64816,2023
Born Standing Up: A Comic's Life,Steve Martin,3.88,100881,228081,2007
My Last Innocent Year,Daisy Alpert Florin,3.76,11190,65099,2023
"Love That Dog (Jack, #1)",Sharon Creech,4.04,45531,77919,2001
Water,John Boyne,4.34,6349,17970,2023
"The Flame King's Captive (Fire and Desire, #1)",Chloe Chastaine,3.97,3326,15391,2023
Run Baby Run,Nicky Cruz,4.23,16222,20806,1969
Berlin Diary: The Journal of a Foreign Correspondent 1934-1941,William L. Shirer,4.33,5911,12052,1941
The Shell Seekers,Rosamunde Pilcher,4.19,110779,147062,1987
Belle de jour,Joseph Kessel,3.64,1574,3108,1928
"Celtic Tales, Told to the Children",Louey Chisholm,3.52,318,201,1910
"Cruel Deception (Kozlov Empire, #2)",Monica Kayne,3.74,4154,17560,2023
എന്റെ കഥ | Ente Katha,Kamala Suraiyya Das,3.77,6796,3251,1973
The Wishing Game,Meg Shaffer,4.12,107696,417732,2023
Strange Life of Ivan Osokin,P.D. Ouspensky,3.91,928,1673,1915
"Daughter of the Siren Queen (Daughter of the Pirate King, #2)",Tricia Levenseller,4.08,111149,204122,2018
Betty Crocker's Cooky Book,Betty Crocker,4.42,3062,4987,1948
"The Impending Crisis: America Before the Civil War, 1848-1861",David Morris Potter,4.17,2273,5614,1976
"Slammed (Slammed, #1)",Colleen Hoover,4.17,366825,408965,2012
Anatomy for the Artist (Spiral Edition),Jenő Barcsay,4.1,40212,51988,1953
The Mystery of the Emeralds (Trixie Belden #14),Kathryn Kenny,4.15,1631,2307,1965
Old Testament Legends: Being stories out of some of the less-known apocryphal books of the Old Testament,M.R. James,3.47,101,284,1913
"The Collected Fiction, Vol. 1: The Boats of the ""Glen Carrig"" and Other Nautical Adventures",William Hope Hodgson,4.17,209,709,1907
"Onions in the Stew (Betty MacDonald Memoirs, #4)",Betty MacDonald,4.1,1513,2116,1955
To Know Him: Beyond Religion Waits a Relationship That Will Change Your Life,Gloria Copeland,4.5,94,260,1903
"Essays and English Traits (Harvard Classics, #5)",Charles William Eliot (Editor),3.87,107,173,1909
Looking for Alaska,John Green,3.97,2299471,2664277,2005
"The Atlas Maneuver (Cotton Malone, #18)",Steve Berry,4.33,3041,13427,2024
Black Friend: Essays,Ziwe,4.32,5033,22914,2023
Lucy Sullivan Is Getting Married,Marian Keyes,3.77,50153,72426,1996
Darkness,John Saul,3.95,21210,31280,1991
"Just for the Summer (Part of Your World, #3)",Abby Jimenez,4.5,66047,266265,2024
Slaying the Vampire Conqueror,Carissa Broadbent,4.11,17606,81402,2023
"Thud! (Discworld, #34; City Watch, #7)",Terry Pratchett,4.35,73537,96536,2005
A Peace to End All Peace: The Fall of the Ottoman Empire and The Creation of the Modern Middle East,David Fromkin,4.21,8734,32633,1989
"Mariel of Redwall (Redwall, #4)",Brian Jacques,4.0,28487,42814,1992
Dragon Harvest (The Lanny Budd Novels),Upton Sinclair,4.35,298,772,1945
"Powerful (The Powerless Trilogy, #1.5)",Lauren  Roberts,4.31,5576,59357,2024
The Diversity of Life (Questions of Science),Edward O. Wilson,4.21,6072,22742,1992
"Manias, Panics, and Crashes: A History of Financial Crises",Charles P. Kindleberger,3.94,4081,13797,1978
Beowulf: The Monsters and the Critics,J.R.R. Tolkien,4.09,243,652,1936
"The Housemaid (The Housemaid, #1)",Freida McFadden,4.33,950691,1900910,2022
"Sharpe's Regiment (Sharpe, #17)",Bernard Cornwell,4.27,8664,10833,1986
"Found (The Missing, #1)",Margaret Peterson Haddix,3.98,40399,65665,2008
Mysticism and Logic including A Free Man's Worship,Bertrand Russell,3.66,167,471,1903
"Beautiful Darkness (Caster Chronicles, #2)",Kami Garcia,3.83,136544,218798,2010
"The Last Continent (Discworld, #22; Rincewind, #6)",Terry Pratchett,4.0,57869,75465,1998
The Wedding Girl,Madeleine Wickham,3.51,29410,47103,1999
George Washington's World,Genevieve Foster,4.04,1645,2888,1941
"The Unhoneymooners (Unhoneymooners, #1)",Christina Lauren,3.92,839501,1955304,2019
Six Years,Harlan Coben,3.84,86534,107385,2013
Escape from Evil,Ernest Becker,4.38,704,4930,1975
"I Spit on Your Graves (Vernon Sullivan, #1)",Boris Vian,3.58,10856,9488,1946
"Ring of Bright Water (Ring of Bright Water, #1)",Gavin Maxwell,4.13,3247,6935,1960
The Gastronomical Me,M.F.K. Fisher,4.18,4026,12968,1943
Anne of Green Gables,Clare West (Adapter),4.14,389,337,1908
Alice Sadie Celine,Sarah Blakley-Cartwright,3.09,1232,10715,2023
England Your England,George Orwell,3.92,878,1332,1941
The Cellar,Richard Laymon,3.64,8118,15151,1980
Fashion is Spinach,Elizabeth Hawes,4.19,177,1455,1938
"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,3.93,963468,2315327,2012
"Hood's Texas Brigade, Its Marches, Its Battles, Its Achievements",J.B. Polley,3.79,63,169,1910
Battle Cry of Freedom,James M. McPherson,4.38,31296,68606,1988
1857 - The First War of Independence 	१८५७ चे स्वातंत्र्यसमर,V.D. Savarkar,4.39,454,154,1909
Christie Malry's Own Double-Entry,B.S. Johnson,4.03,1744,3896,1973
Greek Gods and Heroes (Laurel-Leaf Books),Robert Graves,3.74,1532,2327,1960
"The Big Four (Hercule Poirot, #5)",Agatha Christie,3.57,60616,80819,1927
"The Magicians of Caprona (Chrestomanci, #4)",Diana Wynne Jones,3.93,12815,18160,1980
Penance,Eliza  Clark,3.94,15883,68472,2023
Walt Disney: An American Original,Bob Thomas,4.32,4827,10922,1960
The Vintage Bradbury: The Greatest Stories by America's Most Distinguished Practioner of Speculative Fiction,Ray Bradbury,4.33,2122,4372,1965
Intuitive Eating: A Revolutionary Program That Works,Evelyn Tribole,4.24,18279,35512,1995
The Comfort Book,Matt Haig,4.08,58596,185220,2021
"Consent to Kill (Mitch Rapp, #8)",Vince Flynn,4.4,49497,60512,2005
A Book of Burlesques,H.L. Mencken,3.67,63,118,1916
The Membranes,Chi Ta-wei,4.02,3842,20226,1995
"Isle of View (Xanth, #13)",Piers Anthony,3.71,9617,15045,1990
"Here With Me (Sugarland Creek, #1)",Brooke  Montgomery,3.99,7612,26711,2023
The Lies I Tell,Julie   Clark,4.1,74770,167720,2022
All Hallows' Eve,Charles  Williams,3.83,1277,2893,1945
Three Soldiers,John Dos Passos,3.56,1270,2265,1921
"Phoebe Deane (Miranda Trilogy, #2)",Grace Livingston Hill,4.07,926,1060,1909
Laughter: An Essay on the Meaning of the Comic,Henri Bergson,3.73,1998,3516,1900
"Dragon (Dirk Pitt, #10)",Clive Cussler,3.94,14532,21740,1990
Zeitoun,Dave Eggers,4.05,78271,118549,2009
"Almost Heaven (Sequels, #3)",Judith McNaught,4.33,28293,38831,1989
"The Party (Better than the Movies, #1.2)",Lynn Painter,4.54,6083,15243,2023
Babi Yar: A Document in the Form of a Novel,Anatoly Kuznetsov,4.38,1938,5415,1966
The Lady and the Unicorn,Tracy Chevalier,3.7,45360,67244,2003
"Lover Mine (Black Dagger Brotherhood, #8)",J.R. Ward,4.39,112738,158766,2010
"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,4.17,3394459,4952885,2005
"God of Pain (Legacy of Gods, #2)",Rina Kent,3.94,51013,62214,2023
Responsibilities and other poems,W.B. Yeats,3.57,127,337,1914
Last Stand at Papago Wells,Louis L'Amour,4.02,2292,2697,1957
The Thirteenth Tale,Diane Setterfield,3.98,313387,558815,2006
Zoo or Letters Not About Love,Victor Shklovsky,3.96,800,1629,1922
A Telephone Call,Dorothy Parker,3.37,440,744,1930
"The Republic of Thieves (Gentleman Bastard, #3)",Scott Lynch,4.22,109150,155556,2013
Go Set a Watchman,Harper Lee,3.31,274179,582825,2015
"Mother Earth Father Sky (Ivory Carver, #1)",Sue Harrison,3.98,8567,14587,1990
Ulysses Annotated,James Joyce,4.2,3059,6430,1974
Battle Royale,Koushun Takami,4.26,76026,189920,1999
The Rescue,Joseph Conrad,3.68,352,533,1920
Actions and Reactions: Actions and Reactions,Rudyard Kipling,3.58,59,128,1909
"Practical Mysticism; and, Abba: Meditations on the Lord's Prayer",Evelyn Underhill,4.18,93,366,1915
Un barrage contre le Pacifique,Marguerite Duras,3.76,3841,2223,1950
Daily Life in Ancient Rome: The People and the City at the Height of the Empire,Jérôme Carcopino,3.74,531,1596,1936
Chivalry,James Branch Cabell,3.7,44,141,1909
Little Fires Everywhere,Celeste Ng,4.08,941923,919924,2017
Being and Nothingness,Jean-Paul Sartre,3.99,31689,149015,1943
Molly Make-Believe,Eleanor Hallowell Abbott,3.84,145,226,1911
Those Empty Eyes,Charlie Donlea,4.21,26482,99766,2023
Night Owl (Trasker #1),Andrew Mayne,4.18,10418,28160,2023
A Time to Love and a Time to Die,Erich Maria Remarque,4.43,13164,18775,1954
"Garden Spells (Waverley Family, #1)",Sarah Addison Allen,4.07,101097,173271,2007
Che Guevara: A Revolutionary Life,Jon Lee Anderson,4.13,23113,59658,1997
Deceit,Yuri Felsen,3.6,122,603,1930
"A Family Collection: Life on the Farm and in the Country, Making a Home; the Ways of the World, a Woman's Role",Laura Ingalls;Marshall Wilder,4.06,63,289,1911
"Double Sin (Hercule Poirot Short Story, #25)",Agatha Christie,3.65,983,2279,1928
Lives of the Hunted,Ernest Thompson Seton,4.17,41,122,1901
Stuka Pilot,Hans-Ulrich Rudel,4.12,1739,2386,1948
Cloudstreet,Tim Winton,4.01,25372,46361,1991
"Mind of My Mind (Patternmaster, #2)",Octavia E. Butler,4.18,13347,23509,1977
The Jolly Corner,Henry James,3.13,966,1806,1908
"Dark Heir (Dark Rise, #2)",C.S. Pacat,4.57,7463,30682,2023
How to Do Nothing with Nobody All Alone by Yourself: A Timeless Activity Guide to Self-Reliant Play and Joyful Solitude,Robert Paul Smith,3.85,229,3453,1958
Digital Minimalism: Choosing a Focused Life in a Noisy World,Cal Newport,4.06,79277,254602,2019
True Stories of the Second World War,Paul Dowswell,3.84,270,533,1900
Ayurveda: The Science of Self Healing: A Practical Guide,Vasant Dattatray Lad,4.08,2102,7386,1984
"Deryni Checkmate (The Chronicles of the Deryni, #2)",Katherine Kurtz,4.02,4521,5599,1972
The Poems of Wilfred Owen,Wilfred Owen,4.3,1712,1989,1918
"A People's Tragedy: The Russian Revolution, 1891 - 1924",Orlando Figes,4.36,5212,24672,1996
"History of the Civil War, 1861-1865",James Ford Rhodes,4.03,570,839,1918
In Evil Hour,Gabriel García Márquez,3.43,10003,8549,1962
"A Killing Frost (Tomorrow, #3)",John Marsden,4.19,20499,27878,1995
"The Dragon Heir (The Heir Chronicles, #3)",Cinda Williams Chima,4.14,36727,62082,2008
"Petals on the Wind (Dollanganger, #2)",V.C. Andrews,3.82,66377,100659,1980
Lying Next to Me,Gregg Olsen,4.1,57228,122900,2019
Your Inner Fish: a Journey into the 3.5-Billion-Year History of the Human Body,Neil Shubin,4.03,26299,85355,2008
Shooting an Elephant,George Orwell,4.08,9829,25104,1936
Time and the Other,Emmanuel Levinas,3.97,392,1181,1947
"Never Marry Your Brother's Best Friend (Never Say Never, #1)",Lauren Landish,3.8,19491,52544,2023
I and Thou,Martin Buber,4.08,11249,27406,1923
خیابان کاتالین,Magda Szabó,4.12,3001,3190,1969
The Bluebook: A Uniform System Citation,Harvard Law Review (Compiler),3.12,661,635,1926
The Bread Baker's Apprentice: Mastering the Art of Extraordinary Bread,Peter Reinhart,4.29,10285,31051,2001
Publication Manual of the American Psychological Association(r),American Psychological Association,3.81,6482,3523,1952
"Meeting Millie (Oxford Romance, #1)",Clare Ashton,4.13,4164,18304,2023
10% Happier,Dan   Harris,3.92,107618,273738,2014
"Three Cheers, Secret Seven (The Secret Seven, #8)",Enid Blyton,3.87,3852,6625,1956
The Generosity Factor,Kenneth H. Blanchard,4.1,748,1351,1902
"Asterix and the Laurel Wreath (Asterix, #18)",René Goscinny,4.14,6154,7169,1971
The Courilof Affair,Irène Némirovsky,3.61,636,610,1933
"Hana-Kimi: For You in Full Blossom, Vol. 1 (Hana-Kimi: For You in Full Blossom, #1)",Hisaya Nakajo,4.16,36852,63634,1997
"With You Forever (Bergman Brothers, #4)",Chloe Liese,4.13,22773,14448,2024
"Danse Macabre (Anita Blake, Vampire Hunter, #14)",Laurell K. Hamilton,3.84,47221,67903,2006
Kaffir Boy: An Autobiography,Mark Mathabane,4.17,16100,30222,1986
"Psmith, Journalist (Psmith, #3)",P.G. Wodehouse,4.0,3334,3810,1915
"The Crow Trap (Vera Stanhope, #1)",Ann Cleeves,3.86,26202,29836,1999
Prejudices: The Complete Series,H.L. Mencken,4.42,77,420,1927
If Cats Disappeared from the World,Genki Kawamura,3.79,71895,114597,2012
High Tide in Tucson : Essays from Now or Never,Barbara Kingsolver,4.06,12185,20390,1995
I Was So Mad (A Golden Look-Look Book),Mercer Mayer,4.23,18309,23488,1983
The Quest,Nelson DeMille,3.46,9996,13760,1975
"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",Rachel Joyce,3.94,180964,248261,2012
Secluded Cabin Sleeps Six,Lisa Unger,3.45,52429,23790,2023
"The Sixth Wife (Tudor Saga, #7)",Jean Plaidy,3.94,2879,5582,1953
Kwaidan: Stories and Studies of Strange Things,Lafcadio Hearn,3.84,5163,10670,1904
"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.86,547286,803858,2001
"Mort (Discworld, #4; Death, #1)",Terry Pratchett,4.24,247042,324248,1987
"C is for Corpse  (Kinsey Millhone, #3)",Sue Grafton,3.93,52305,70840,1986
